FID,IID,SOL,C1,C2,C3,C4
LWK,63,0,-0.0904616,0.0199242,0.00137493,-0.00662985
LWK,64,0,-0.0876085,0.0184688,-0.000363843,-0.00695634
LWK,65,0,-0.0879665,0.0201588,0.000665137,-0.000569438
LWK,66,0,-0.0885376,0.0199851,0.00162697,-0.000646703
LWK,67,0,-0.085988,0.0188096,0.00119665,-0.00156622
LWK,68,0,-0.090749,0.0210439,-0.000118493,-0.00950832
LWK,69,0,-0.0871017,0.017878,0.00136076,-0.000603716
LWK,70,0,-0.0872249,0.0188883,-0.00161179,-0.00292233
LWK,71,0,-0.0871133,0.0187926,-0.000838454,-0.000667049
LWK,72,0,-0.0881468,0.0181687,3.35731e-05,-0.000612334
LWK,73,0,-0.0861658,0.0168144,-0.00031362,0.00337562
LWK,74,0,-0.0890704,0.0200595,0.000518601,-0.00300972
LWK,75,0,-0.0927753,0.0197051,0.00100897,-0.00595212
LWK,76,0,-0.0887686,0.0197292,0.000630843,-0.00283413
LWK,77,0,-0.0885987,0.0210466,-0.00011011,-0.00842057
LWK,78,0,-0.0875951,0.0202147,0.000660555,-0.00516443
LWK,79,0,-0.0876922,0.0211986,-8.33377e-05,-0.0047823
LWK,80,0,-0.0879493,0.0179184,0.000301738,0.000383625
LWK,81,0,-0.0895806,0.0191445,-4.56208e-05,1.13971e-05
LWK,82,0,-0.0894376,0.018631,-0.000207522,-0.00536169
LWK,83,0,-0.088555,0.0185014,0.00146273,-0.00847927
LWK,84,0,-0.0886559,0.0197511,-0.00124894,-0.00391785
LWK,85,0,-0.0890176,0.0195618,-2.78119e-05,-0.00559178
LWK,86,0,-0.08956,0.0174474,0.000742155,-0.00471842
LWK,87,0,-0.0889393,0.0198899,0.000744808,-0.00456468
LWK,88,0,-0.0893278,0.0213052,0.00186093,-0.00626518
LWK,89,0,-0.0894512,0.0187338,0.00185929,-0.00444808
LWK,90,0,-0.0896786,0.0184912,0.000715636,-0.00618117
MKK,1,0,-0.0666025,0.00151153,-0.00274491,0.0245769
MKK,2,0,-0.065869,-3.33937e-06,-0.00498744,0.0355037
MKK,3,0,-0.0540274,-0.00596308,0.00254158,0.040419
MKK,4,0,-0.0592539,-0.00279811,-0.00381896,0.0494647
MKK,5,0,-0.0633838,0.00224749,-0.00459824,0.0386623
MKK,7,0,-0.0626526,0.00081446,-0.00283438,0.037492
MKK,8,0,-0.0631297,-0.0016205,-0.0028836,0.0512107
MKK,9,0,-0.0632056,-0.00147167,-0.00400078,0.0433684
MKK,10,0,-0.064811,-0.000152833,-0.00319325,0.0318029
MKK,13,0,-0.0485307,-0.00819481,0.00166262,0.0386775
MKK,14,0,-0.0636466,0.00178571,-0.00276814,0.0358441
MKK,15,0,-0.0670178,0.0018359,-0.000341591,0.0330896
MKK,16,0,-0.0648273,-0.000698598,-0.00339509,0.0432678
MKK,17,0,-0.0692561,0.0019479,-0.00343842,0.0299029
MKK,19,0,-0.0658797,0.00220116,-0.00132149,0.0340175
MKK,20,0,-0.0619026,-0.00157586,-0.00472012,0.050866
MKK,21,0,-0.0631383,-0.00181803,-0.00294787,0.0378234
MKK,22,0,-0.0610454,-0.00130916,-0.00538378,0.0376866
MKK,23,0,-0.0624302,-0.00171334,-0.00343075,0.0451306
MKK,24,0,-0.0633868,-0.0012603,-0.00515886,0.0377268
MKK,25,0,-0.0605155,-0.00267472,-0.00343304,0.0413836
MKK,26,0,-0.0602185,-0.00460555,-0.00466252,0.0415093
MKK,27,0,-0.0656771,0.00325439,-0.00269688,0.0267404
MKK,28,0,-0.0627013,-0.00236493,-0.00535842,0.0344135
MKK,29,0,-0.0617762,-0.00215443,-0.00350459,0.0386558
MKK,30,0,-0.0617926,-0.00148202,-0.00460893,0.0475337
MKK,31,0,-0.0624826,-0.00155942,-0.0042194,0.0484526
MKK,32,0,-0.0618019,-0.00136671,-0.00479317,0.0480666
MKK,33,0,-0.0640974,-0.000681583,-0.00140584,0.0368945
MKK,34,0,-0.0591733,-0.00236253,-0.00262588,0.0348273
MKK,35,0,-0.062967,-0.00170925,-0.00319295,0.042285
MKK,36,0,-0.0613277,-0.00285925,-0.00504434,0.0330207
MKK,37,0,-0.0634952,-0.0011161,-0.00426724,0.0445005
MKK,39,0,-0.0643223,-0.00105365,-0.00135915,0.0384091
MKK,40,0,-0.0595471,-0.00360268,-0.00160587,0.0391093
MKK,42,0,-0.064544,0.00114781,-0.00305028,0.0543681
MKK,43,0,-0.0605401,-0.00307064,-0.0052011,0.0422582
MKK,44,0,-0.0636929,-0.00143688,-0.00232462,0.0333542
MKK,46,0,-0.0660607,0.00045941,-0.00532634,0.0428713
MKK,47,0,-0.0649743,0.000420738,-0.0034312,0.042626
MKK,48,0,-0.061675,-0.00136183,-0.00327147,0.034492
MKK,50,0,-0.0684259,0.00443073,-0.00142352,0.0263349
MKK,52,0,-0.0652202,0.00103275,-0.00155803,0.033982
MKK,53,0,-0.0737411,0.0075814,-0.00164645,0.011376
MKK,54,0,-0.0580348,-0.00400114,-0.0064667,0.0393475
MKK,55,0,-0.0741622,0.00703856,7.2233e-05,0.0125174
MKK,56,0,-0.0701429,0.00398774,-0.00404924,0.022218
MKK,57,0,-0.0592057,-0.00232642,-0.00175619,0.040027
MKK,58,0,-0.0691858,0.00363581,-0.00237341,0.0201952
MKK,59,0,-0.0622963,-0.000544422,-0.00498314,0.0421964
MKK,60,0,-0.0621316,-0.00173564,-0.00329498,0.0379862
MKK,61,0,-0.0722405,0.00584162,-0.00381057,0.0150031
MKK,62,0,-0.0613302,-0.00288386,-0.00797046,0.0612185
MKK,63,0,-0.0639588,-0.000734718,-0.00553881,0.0492864
MKK,64,0,-0.0658534,0.00134835,-0.00455176,0.0404027
MKK,65,0,-0.0602253,-0.00466661,-0.00549592,0.0478384
MKK,66,0,-0.0661011,0.00400431,-0.00181143,0.0314769
MKK,67,0,-0.0758191,0.00919396,-0.00152142,0.00830035
MKK,68,0,-0.0614359,-0.00350539,-0.00121506,0.0444559
MKK,69,0,-0.0742177,0.00811194,-0.00348613,0.00999185
MKK,70,0,-0.0779585,0.00923578,-0.000648852,0.006625
MKK,71,0,-0.0636228,-0.00122986,-0.00449633,0.0409697
MKK,72,0,-0.0641087,-0.000855057,-0.00217421,0.0303469
MKK,73,0,-0.0629353,-0.00138064,-0.00380881,0.0320877
MKK,74,0,-0.0626041,-0.000389547,-0.00409094,0.040732
MKK,78,0,-0.0608152,-0.000191106,-0.00280814,0.0366746
MKK,79,0,-0.0626491,-0.00174712,-0.00144261,0.0355068
MKK,80,0,-0.0627478,-0.00319826,-0.00416219,0.0488388
MKK,81,0,-0.0623668,-0.00284515,-0.00479848,0.0410154
MKK,82,0,-0.0608083,-0.00320206,-0.00288271,0.0348047
MKK,83,0,-0.051197,-0.00864309,0.00288496,0.0311126
MKK,86,0,-0.061962,-0.00314543,-0.00453362,0.0444366
MKK,87,0,-0.0622038,-0.0005136,-0.00190278,0.0387933
MKK,88,0,-0.063361,-0.00297757,-0.00309494,0.0393283
MKK,89,0,-0.0647537,-0.0010928,-0.0018865,0.0434078
MKK,90,0,-0.0625722,-0.00121808,-0.00694981,0.0599988
MKK,91,0,-0.0665786,0.00131997,-0.0047446,0.0358745
MKK,92,0,-0.0620498,-0.00239184,-0.00566955,0.0481627
MKK,93,0,-0.062815,0.000693671,-0.00289984,0.0503305
MKK,94,0,-0.0616265,-0.00215126,-0.00336021,0.0389664
MKK,95,0,-0.0637681,-1.77421e-05,-0.00340705,0.0363113
MKK,96,0,-0.0646652,-0.000298081,-0.00240421,0.0361242
MKK,97,0,-0.0644101,-0.00035145,-0.00558741,0.0559739
MKK,98,0,-0.0641619,-0.000742192,-0.00543026,0.0617099
MKK,99,0,-0.0622826,-0.00224503,-0.0030752,0.0332264
MKK,100,0,-0.0635528,-0.00336009,-0.00508952,0.0475065
MKK,101,0,-0.0631913,-0.00178797,-0.00361924,0.036999
MKK,102,0,-0.0632496,-0.00143458,-0.00603132,0.0476446
MKK,103,0,-0.0642383,-0.000646336,-0.00321049,0.0318499
MKK,104,0,-0.0693233,0.00431731,-0.00295311,0.0238811
MKK,105,0,-0.0618172,-0.00279965,-0.00327381,0.0484191
MKK,106,0,-0.0610379,-0.00232056,-0.00369527,0.039017
MKK,107,0,-0.0637134,0.000139687,-0.00392794,0.0354837
MKK,108,0,-0.0622223,-0.00227175,-0.00613443,0.0562044
MKK,109,0,-0.0610804,-0.00177129,-0.00233798,0.0355278
MKK,110,0,-0.0606891,-0.0031903,-0.00604211,0.0517083
MKK,112,0,-0.0650962,1.54994e-06,-0.00239829,0.0296281
MKK,113,0,-0.0569432,-0.00330895,-0.000981558,0.0365191
MKK,115,0,-0.0642748,0.00123131,-0.00351891,0.029333
MKK,116,0,-0.063415,-0.000867454,-0.00187463,0.0340123
MKK,117,0,-0.0615084,-0.00301476,-0.00531637,0.0475763
MKK,120,0,-0.0644913,0.0014453,-0.00348254,0.0422226
MKK,122,0,-0.0631886,-0.00141611,-0.00527373,0.0442006
MKK,123,0,-0.0590273,-0.00141297,-0.00272843,0.0373458
MKK,124,0,-0.0634776,-0.00331064,-0.00761325,0.0583317
MKK,127,0,-0.0624454,-0.00174623,-0.00406031,0.0370483
MKK,128,0,-0.0539257,-0.00658171,-0.000168385,0.0391745
MKK,130,0,-0.059789,-0.0021193,-0.00364719,0.0518053
MKK,131,0,-0.0695779,0.00461328,-0.00123934,0.0260836
MKK,132,0,-0.0627485,-0.00322518,-0.00432175,0.0477259
MKK,133,0,-0.0616743,-0.0011713,-0.00322953,0.0355392
MKK,134,0,-0.0577055,-0.00347628,0.00123024,0.0434026
MKK,135,0,-0.0674839,0.00239912,-0.00424646,0.0321517
MKK,136,0,-0.0474406,-0.008007,0.000210097,0.0353948
MKK,137,0,-0.0604583,-0.00213193,-0.0054833,0.0446706
MKK,138,0,-0.0651463,-0.000232634,-0.00244071,0.0287474
MKK,139,0,-0.0728914,0.00629782,-0.0025195,0.0130086
MKK,140,0,-0.0629753,-0.000205507,-0.00576502,0.0492923
MKK,141,0,-0.0644016,0.000920855,-0.00484802,0.0281267
MKK,142,0,-0.0643098,-0.000464521,-0.00409412,0.048529
MKK,144,0,-0.0634284,-0.000998639,-0.00430759,0.034336
MKK,146,0,-0.066759,0.00124938,-0.00503673,0.0363206
MKK,147,0,-0.0646636,-0.000146217,-0.0034395,0.0581544
MKK,148,0,-0.0633298,-0.00208202,-0.00307203,0.0400124
MKK,149,0,-0.0634772,-0.00191948,-0.0041533,0.0382535
MKK,151,0,-0.0642513,-4.10776e-05,-0.00387402,0.0291715
MKK,153,0,-0.0639818,0.000450909,-0.00415592,0.0446861
MKK,155,0,-0.0651078,-0.000521612,-0.00339889,0.0384296
MKK,156,0,-0.0639001,0.000733708,-0.00313578,0.0344184
MKK,158,0,-0.0673671,0.000573848,-0.00377527,0.0406762
MKK,159,0,-0.0688165,0.00286997,-0.00170775,0.0262761
MKK,160,0,-0.0666822,0.0025568,-0.00338887,0.031644
MKK,161,0,-0.0620517,-0.00290119,-0.00694927,0.0553666
MKK,162,0,-0.0653461,-0.000193638,-0.0021505,0.0359713
MKK,163,0,-0.0605373,-0.00156439,-0.00518838,0.0492334
MKK,164,0,-0.0547122,-0.0048695,0.000692952,0.0343608
MKK,165,0,-0.0648871,0.000565217,-0.00366614,0.0442188
MKK,166,0,-0.0644449,-0.000495868,-0.00725891,0.0523913
MKK,167,0,-0.0639798,-0.00098052,-0.00358493,0.0446652
MKK,168,0,-0.0645041,-0.00168337,-0.00278806,0.0329949
MKK,169,0,-0.0602038,-0.00189566,-0.00305461,0.0366195
MKK,170,0,-0.0732139,0.00455023,-0.00406952,0.0143726
MKK,171,0,-0.061458,-0.00185235,-0.00217104,0.0367657
