FID,IID,SOL,C1,C2,C3,C4
JPT,7,0,0.0699465,0.0635293,-0.00300502,0.000908664
JPT,8,0,0.0711921,0.06363,-0.00418474,-0.000598958
JPT,9,0,0.069956,0.0627721,-0.00551917,-0.000431212
JPT,10,0,0.0707788,0.0634281,-0.00551562,-0.000485579
JPT,11,0,0.0706259,0.0647679,-0.00505362,0.00102773
JPT,12,0,0.071578,0.0646494,-0.00586042,0.000406804
JPT,13,0,0.0696942,0.0638696,-0.0054215,0.000783653
JPT,14,0,0.0711558,0.0645744,-0.00292573,-0.000115817
JPT,15,0,0.0694866,0.0623836,-0.00353389,-0.000830605
JPT,16,0,0.0722421,0.0625021,-0.00467136,0.000391796
JPT,17,0,0.0703479,0.0629696,-0.00544322,0.000677517
JPT,18,0,0.0716926,0.0653083,-0.0060151,-0.00106242
JPT,19,0,0.072362,0.061264,-0.00463852,0.00134562
JPT,20,0,0.0714757,0.0645958,-0.00354741,0.000718408
JPT,21,0,0.0712583,0.0615257,-0.0033296,0.000489966
JPT,22,0,0.0713364,0.0651375,-0.00598453,-0.000433017
JPT,23,0,0.0706123,0.0625811,-0.00066492,0.000436593
JPT,24,0,0.0726115,0.0642698,-0.00742735,-0.000166945
JPT,25,0,0.0709,0.0618519,-0.0023248,-0.00164094
JPT,26,0,0.0711794,0.0638851,-0.00302264,0.00110091
JPT,27,0,0.0711917,0.0646705,-0.00482568,0.00222561
JPT,28,0,0.0708691,0.0636619,-0.00194281,0.000657099
JPT,29,0,0.0692786,0.064547,-0.0046226,0.000311336
JPT,30,0,0.0698318,0.0652079,-0.00545389,-0.000137711
JPT,31,0,0.0719885,0.0626997,-0.00498105,0.000200613
JPT,32,0,0.0695439,0.0624058,-0.00643671,-0.00146939
JPT,33,0,0.0703647,0.063026,-0.00234499,-0.000396287
JPT,34,0,0.0706107,0.0628128,-0.0047746,0.00137287
JPT,35,0,0.0707803,0.0652541,-0.0039115,-0.00104083
JPT,36,0,0.0708774,0.063396,-0.00308647,0.00126179
JPT,37,0,0.0711393,0.0641993,-0.00524626,0.0014627
JPT,38,0,0.0723121,0.0643927,-0.00685806,0.00099371
JPT,39,0,0.0716652,0.0663156,-0.00347625,-0.000107001
JPT,40,0,0.0699241,0.0628153,-0.00433726,0.00125156
JPT,41,0,0.0711873,0.0640335,-0.00429895,-0.000292186
JPT,42,0,0.0708689,0.064383,-0.00571782,0.000848958
JPT,43,0,0.0712154,0.0633676,-0.00413201,-0.000783261
JPT,44,0,0.0701797,0.0623235,-0.00330612,0.000938975
JPT,45,0,0.0691135,0.0655312,-0.00451856,0.00146248
JPT,46,0,0.0716524,0.0627526,-0.00694794,0.00164118
JPT,47,0,0.0716984,0.0638329,-0.00574373,-4.0443e-05
JPT,48,0,0.0701841,0.0646205,-0.00507913,0.000757177
JPT,49,0,0.069868,0.0635107,-0.00251323,0.000659696
JPT,50,0,0.0698515,0.0624018,-0.0042091,-0.00137015
JPT,51,0,0.0722371,0.0643996,-0.00601312,0.000721767
JPT,52,0,0.0714786,0.06421,-0.00621389,0.00011106
JPT,53,0,0.071349,0.0633284,-0.006338,-0.000854301
JPT,54,0,0.072631,0.0634589,-0.00549648,-0.0010536
JPT,55,0,0.0714833,0.0655496,-0.00492194,-0.00092945
JPT,56,0,0.0712253,0.062024,-0.00357965,0.00188516
JPT,57,0,0.071623,0.0651647,-0.005376,-0.00189745
JPT,58,0,0.0704768,0.0653192,-0.00265573,0.0003511
JPT,59,0,0.0705035,0.0637428,-0.00208455,0.00100187
JPT,60,0,0.0714441,0.0657273,-0.00487775,-0.000357211
JPT,61,0,0.0725247,0.0641477,-0.00169258,0.000583426
JPT,62,0,0.0706551,0.0623651,-0.00390978,-0.000860532
JPT,63,0,0.0722129,0.0631864,-0.00603688,-0.00248029
JPT,64,0,0.0696197,0.0649972,-0.00380539,-0.00148999
JPT,65,0,0.0700658,0.0657383,-0.00516936,0.00109837
JPT,66,0,0.0717647,0.0642989,-0.00611753,0.00124905
JPT,67,0,0.0704647,0.0644096,-0.00506811,-0.00112245
JPT,68,0,0.0701356,0.0652858,-0.00536418,0.00216436
JPT,69,0,0.0714311,0.0626508,-0.00247461,0.00221515
JPT,70,0,0.0714986,0.0632596,-0.00426627,0.000798905
JPT,71,0,0.0691907,0.0648716,-0.00311692,0.000779213
JPT,72,0,0.0713933,0.0634063,-0.00694474,0.00202104
JPT,73,0,0.072242,0.0625707,-0.00490397,-0.000563303
JPT,74,0,0.0695044,0.0624781,-0.00431301,-8.84491e-05
JPT,75,0,0.0712031,0.0646636,-0.00390218,-0.000254919
JPT,76,0,0.0703487,0.0647251,-0.00248586,0.0010688
JPT,77,0,0.0721575,0.0635227,-0.00538011,0.000454487
JPT,78,0,0.0712771,0.0655813,-0.00443342,0.000373124
JPT,79,0,0.0725501,0.0616726,-0.00672472,-0.000937833
JPT,80,0,0.0697227,0.0657949,-0.0048753,-0.00030347
JPT,81,0,0.0713921,0.0641084,-0.00743935,0.000769154
JPT,82,0,0.0712416,0.0627506,-0.00481091,0.00239402
JPT,83,0,0.0708371,0.0628981,-0.00599402,-6.60018e-05
JPT,84,0,0.0702691,0.0638608,-0.00520859,-0.00131031
JPT,85,0,0.0699366,0.0624202,-0.00206636,5.41962e-05
JPT,86,0,0.0708413,0.0617587,-0.00465828,0.00140886
CHD,1,0,0.0713383,0.0632898,-0.00668873,0.000732516
CHD,2,0,0.0702727,0.0653459,-0.004897,-0.00129983
CHD,3,0,0.0716237,0.0677214,-0.00630124,0.00292959
CHD,4,0,0.0725209,0.0623636,-0.00345873,0.000634448
CHD,5,0,0.0710441,0.06075,-0.00507821,0.000537639
CHD,6,0,0.0715334,0.0647424,-0.00404603,-0.000291823
CHD,7,0,0.0708505,0.0675574,-0.00382236,0.000852698
CHD,8,0,0.0703667,0.0648138,-0.00119389,0.00319794
CHD,9,0,0.0705082,0.0667716,-0.00708916,0.00224998
CHD,10,0,0.0699864,0.0658803,-0.00662233,0.00128908
CHD,11,0,0.0703202,0.0657986,-0.0048671,-0.000658843
CHD,12,0,0.0715353,0.0648353,-0.00581591,-0.000727944
CHD,13,0,0.0708049,0.0659218,-0.00386864,0.00104311
CHD,14,0,0.0707818,0.0643828,-0.00259837,0.000590525
CHD,15,0,0.0707278,0.0636662,-0.00516514,0.000334919
CHD,16,0,0.0720479,0.0664382,-0.00519209,-0.000117219
CHD,17,0,0.0717371,0.066145,-0.00843168,0.00165542
CHD,18,0,0.0705178,0.0678244,-0.00701629,0.00178171
CHD,19,0,0.0700395,0.0637952,-0.00110498,0.000283832
CHD,20,0,0.0701571,0.0652692,-0.0058312,0.0020386
CHD,21,0,0.0714357,0.063536,-0.00430606,0.00171859
CHD,22,0,0.0709677,0.0647099,-0.00703962,0.00100018
CHD,23,0,0.0716963,0.0640409,-0.00352406,0.00082179
CHD,24,0,0.0698526,0.0615767,-0.00407825,0.00224554
CHD,25,0,0.0719986,0.0651103,-0.00108227,0.00200641
CHD,26,0,0.0700394,0.0655203,-0.004138,0.00101388
CHD,27,0,0.0704591,0.0628072,-0.00423661,0.00165398
CHD,28,0,0.0697682,0.0638748,-0.00200617,0.00206409
CHD,29,0,0.0710995,0.0656006,-0.00588671,0.000441439
CHD,30,0,0.072555,0.0665537,-0.00713621,-0.000309362
CHD,31,0,0.0717383,0.0665582,-0.00623627,0.00122299
CHD,32,0,0.0709317,0.063478,-0.00574205,0.00101083
CHD,33,0,0.0709238,0.0659585,-0.00365245,0.00327181
CHD,34,0,0.0709787,0.0634935,-0.00699833,0.00183502
CHD,35,0,0.0706251,0.0642021,-0.00398085,0.00205885
CHD,36,0,0.0716383,0.0662678,-0.00526844,-0.000980651
CHD,37,0,0.0705151,0.065132,-0.00338148,0.00433799
CHD,38,0,0.0714153,0.0663841,-0.00383962,0.000341851
CHD,39,0,0.0705888,0.0661454,-0.00489372,0.00330565
CHD,40,0,0.0700772,0.0643294,-0.00358443,0.00161422
CHD,41,0,0.070053,0.064982,-0.00531276,0.00256737
CHD,42,0,0.0706674,0.0629496,-0.00507194,-0.000593766
CHD,43,0,0.0706967,0.0626279,-0.00375255,0.00125906
CHD,44,0,0.0723796,0.0663982,-0.00339411,0.00366679
CHD,45,0,0.0729365,0.0630672,-0.00551309,0.00199249
CHD,46,0,0.0714213,0.065617,-0.00433592,-3.82514e-05
CHD,47,0,0.0700685,0.06602,-0.00511978,0.00191896
CHD,48,0,0.0716473,0.0640193,-0.00348723,0.000779014
CHD,49,0,0.0713229,0.0665895,-0.00514534,0.00171284
CHD,50,0,0.0715412,0.0642576,-0.00708588,0.00134228
CHD,51,0,0.0708117,0.0658169,-0.00620333,0.00179656
CHD,52,0,0.0706173,0.0630469,-0.0058357,0.00309989
CHD,53,0,0.0710394,0.0660982,-0.00483805,0.00208483
CHD,54,0,0.0702936,0.0628861,-0.00240661,0.000464076
CHD,55,0,0.0706155,0.0641181,-0.00388459,0.000770423
CHD,56,0,0.0718605,0.0672153,-0.00435672,0.00271639
CHD,57,0,0.0703854,0.0649178,-0.00269936,0.00172245
CHD,58,0,0.0725865,0.0653488,-0.00440536,0.000706521
CHD,59,0,0.071993,0.0654984,-0.00335242,-0.00051169
CHD,60,0,0.0702847,0.0601345,-0.00292681,0.00196928
CHD,61,0,0.071233,0.0642307,-0.00516001,0.000606941
CHD,62,0,0.0713275,0.0632774,-0.00537502,-0.000421511
CHD,63,0,0.0711355,0.0658411,-0.00336797,0.00274815
CHD,64,0,0.0696558,0.0631579,-0.0044153,0.00235361
CHD,65,0,0.0727584,0.0652501,-0.00639501,0.003073
CHD,66,0,0.0701858,0.0644618,-0.00444311,0.00312885
CHD,67,0,0.0701747,0.0659202,-0.00448373,0.00209607
CHD,68,0,0.0716148,0.0634413,-0.0057257,0.0016041
CHD,69,0,0.0706166,0.0630368,-0.00253104,0.00197993
CHD,70,0,0.0702917,0.0646636,-0.00472051,-2.99193e-05
CHD,71,0,0.0716123,0.0659514,-0.00343123,0.00146845
CHD,72,0,0.0699728,0.0667781,-0.00312102,0.000771439
CHD,73,0,0.0695021,0.0644091,-0.00203404,0.00285026
CHD,74,0,0.071312,0.0633008,-0.00570375,-0.000677075
CHD,75,0,0.0712158,0.0645144,-0.0026352,0.000479803
CHD,76,0,0.0722571,0.0654871,-0.00539104,0.00155057
CHD,77,0,0.0730097,0.0656647,-0.00620749,0.00203646
CHD,78,0,0.0713091,0.0668816,-0.00473658,0.00218683
CHD,79,0,0.07245,0.0658025,-0.00200545,0.0019292
CHD,80,0,0.0706698,0.0652102,-0.00551325,0.000958599
CHD,81,0,0.0689606,0.0644777,-0.00211931,0.00151914
CHD,82,0,0.0707796,0.0662461,-0.00432893,-0.000497672
CHD,83,0,0.0701246,0.0632072,-0.00300853,0.000580127
CHD,84,0,0.0710076,0.0644904,-0.00568531,0.00359276
CHD,85,0,0.0710876,0.0645497,-0.00279131,0.00199616
MEX,1,0,0.0432858,-0.0134346,-0.0132864,-0.0204863
MEX,2,0,0.0436217,-0.0222771,-0.0125247,-0.0173918
MEX,4,0,0.0426301,-0.0302796,-0.0131443,-0.0163871
MEX,5,0,0.0374999,-0.0231758,-0.0111764,-0.0179359
MEX,6,0,0.0380127,-0.0541939,-0.0152711,-0.00705621
MEX,7,0,0.042891,-0.0427888,-0.0150816,-0.00956327
MEX,9,0,0.0453664,-0.0188072,-0.0125288,-0.0197045
MEX,10,0,0.0422967,-0.0455779,-0.0128165,-0.0115769
MEX,12,0,0.0390031,-0.0335561,-0.0149579,-0.0154362
MEX,13,0,0.0457946,-0.0109631,-0.0139158,-0.0223465
MEX,15,0,0.0520667,-0.0179001,-0.0134548,-0.0189645
MEX,16,0,0.0470744,-0.0265853,-0.0134881,-0.0172054
MEX,17,0,0.0537735,-0.00474692,-0.00949115,-0.0231337
MEX,18,0,0.0407047,-0.0394273,-0.0138354,-0.00875797
MEX,19,0,0.0399957,-0.0411511,-0.0170201,-0.0135882
MEX,20,0,0.0337302,-0.0640679,-0.0173002,-0.00806797
MEX,21,0,0.0391675,-0.047193,-0.0143795,-0.00774336
MEX,23,0,0.0348019,-0.0490533,-0.0137493,-0.00761223
MEX,26,0,0.0445392,-0.0481226,-0.0133359,-0.011329
MEX,27,0,0.0387755,-0.0423274,-0.0166763,-0.0104975
MEX,29,0,0.0475468,-0.00901044,-0.0122525,-0.0228658
MEX,30,0,0.0408328,-0.0251744,-0.0129627,-0.0156208
MEX,33,0,0.0409686,-0.0281724,-0.0133165,-0.0155841
MEX,35,0,0.0350976,-0.0281324,-0.0139062,-0.0161101
MEX,36,0,0.0362273,-0.0284747,-0.0136306,-0.0178403
MEX,38,0,0.0538611,-0.00770643,-0.0129462,-0.0228888
MEX,43,0,0.0426141,-0.0271847,-0.0143157,-0.0148373
MEX,44,0,0.0463418,-0.0292263,-0.0108807,-0.0136914
MEX,45,0,0.043139,-0.0261816,-0.0149467,-0.0181525
MEX,46,0,0.0385949,-0.0448782,-0.0127456,-0.00990051
MEX,48,0,0.040323,-0.0281597,-0.0130116,-0.0156566
MEX,49,0,0.0463736,-0.0117337,-0.0115883,-0.0199158
MEX,51,0,0.0450594,-0.0310126,-0.0138217,-0.0164319
MEX,53,0,0.0333378,-0.0526036,-0.0156094,-0.00978118
MEX,55,0,0.045724,-0.0177571,-0.0124324,-0.0199951
MEX,56,0,0.0496741,-0.0101701,-0.0115596,-0.0207802
MEX,62,0,0.0392143,-0.0475312,-0.0163399,-0.00917599
MEX,63,0,0.0411537,-0.0285515,-0.0121598,-0.0161385
MEX,64,0,0.042767,-0.0217359,-0.0148842,-0.0182991
MEX,65,0,0.0437099,-0.0326336,-0.010565,-0.0140576
MEX,67,0,0.0442282,-0.020957,-0.0131407,-0.0171083
MEX,68,0,0.0425374,-0.0151992,-0.0106857,-0.0211511
MEX,70,0,0.0387372,-0.0363155,-0.0156588,-0.0141573
MEX,71,0,0.0435645,-0.0295169,-0.0097332,-0.0179964
MEX,72,0,0.0446117,-0.019544,-0.0130247,-0.0175484
MEX,73,0,0.0391173,-0.0467065,-0.0149444,-0.00825036
MEX,74,0,0.0396276,-0.0287909,-0.0103377,-0.0140541
MEX,75,0,0.0432355,-0.031139,-0.0118897,-0.0161299
MEX,76,0,0.0335769,-0.0726241,-0.0179415,-0.00417077
MEX,77,0,0.0371349,-0.0499883,-0.0152138,-0.010041
GIH,1,0,0.0373649,-0.0337807,0.0731896,0.000592151
GIH,2,0,0.0386175,-0.0333228,0.0721922,0.000141485
GIH,3,0,0.0378602,-0.0334064,0.0710392,0.00021193
GIH,4,0,0.0395839,-0.0332431,0.070317,-0.000308007
GIH,5,0,0.0376678,-0.0306661,0.0594761,0.00225797
GIH,6,0,0.0374853,-0.0364444,0.0555483,0.00130858
GIH,7,0,0.0394669,-0.0324034,0.0716579,0.000243526
GIH,8,0,0.0369338,-0.0430368,0.0532125,0.000316322
GIH,9,0,0.037533,-0.0303497,0.059844,0.00148401
GIH,10,0,0.0388596,-0.0335775,0.0683051,0.00014886
GIH,11,0,0.0391693,-0.0327037,0.0656497,0.00055691
GIH,12,0,0.0386154,-0.0317442,0.0703303,-8.2189e-05
GIH,13,0,0.0395742,-0.033589,0.0695061,0.000723856
GIH,14,0,0.0381942,-0.0362485,0.0689398,0.000162346
GIH,15,0,0.0391081,-0.0341256,0.0731386,0.000870607
GIH,16,0,0.038792,-0.033199,0.0710327,-0.00133523
GIH,17,0,0.0376365,-0.0379286,0.0567902,0.000271318
GIH,18,0,0.0392666,-0.0423676,0.0542748,0.000493784
GIH,19,0,0.0393733,-0.0355472,0.0563682,-0.000639597
GIH,20,0,0.0362423,-0.0335293,0.0746836,0.00283465
GIH,21,0,0.0391318,-0.0358129,0.0543702,0.000699679
GIH,22,0,0.0390991,-0.0332881,0.0727865,0.00340375
GIH,23,0,0.038566,-0.032435,0.0713692,0.000185314
GIH,24,0,0.0382043,-0.0333491,0.0729988,0.000355346
GIH,25,0,0.0381019,-0.0357382,0.0643327,0.0014227
GIH,26,0,0.0368416,-0.0379559,0.0713456,0.000864696
GIH,27,0,0.0373788,-0.0348478,0.0689078,0.00300223
GIH,28,0,0.0396687,-0.033698,0.0695388,0.001966
GIH,29,0,0.0397289,-0.0347437,0.0691146,-0.00060185
GIH,30,0,0.0389278,-0.0419417,0.056132,0.000643949
GIH,31,0,0.0372369,-0.044931,0.0472095,0.00111403
GIH,32,0,0.0389203,-0.0346968,0.06867,0.00125959
GIH,33,0,0.0384566,-0.034023,0.0735097,0.00124
GIH,34,0,0.0378562,-0.0349001,0.071668,-0.000143991
GIH,35,0,0.0373926,-0.0374,0.0545811,0.00216886
GIH,36,0,0.0399947,-0.0435416,0.0445923,-0.00133488
GIH,37,0,0.0386972,-0.0381484,0.0548406,-0.00122689
GIH,38,0,0.0380998,-0.0476374,0.0413319,-0.00281785
GIH,39,0,0.0370909,-0.0484862,0.0380851,0.000105797
GIH,40,0,0.0382896,-0.0368631,0.0703493,0.000644546
GIH,41,0,0.0387802,-0.0275269,0.0632703,0.00298903
GIH,42,0,0.0389172,-0.0459668,0.0425888,-0.00216303
GIH,43,0,0.0381347,-0.0318217,0.0702239,0.00137709
GIH,44,0,0.0385427,-0.0350653,0.0688202,0.00139648
GIH,45,0,0.0394104,-0.033642,0.067784,0.00175207
GIH,46,0,0.0398942,-0.0344946,0.0568231,-0.000575203
GIH,47,0,0.0397468,-0.045396,0.043817,-3.30489e-05
GIH,48,0,0.0393914,-0.0319969,0.0734644,0.000284193
GIH,49,0,0.0379867,-0.0318241,0.0719963,0.00127134
GIH,50,0,0.0380101,-0.031865,0.0724227,-6.60775e-05
GIH,51,0,0.0380397,-0.0355927,0.0565462,-0.00079045
GIH,52,0,0.0360641,-0.039962,0.0465248,-0.00126422
GIH,53,0,0.0376395,-0.0415052,0.0451232,-0.000716058
GIH,54,0,0.0378069,-0.0364705,0.0558455,0.00134372
GIH,55,0,0.0379509,-0.0459305,0.0453236,-0.000303812
GIH,56,0,0.0381714,-0.0333844,0.0711492,0.00312571
GIH,57,0,0.0385444,-0.0353934,0.0718733,-0.000167359
GIH,58,0,0.0385133,-0.034791,0.0727314,0.000711967
GIH,59,0,0.0382624,-0.0343163,0.0744987,0.00191332
GIH,60,0,0.0365937,-0.0341182,0.0716495,0.000150685
GIH,61,0,0.0381429,-0.0356401,0.058741,-0.00216523
GIH,62,0,0.0383184,-0.0410006,0.0523408,-0.000236906
GIH,63,0,0.036669,-0.0396903,0.0542103,0.00111053
GIH,64,0,0.0403555,-0.0327673,0.0697558,-0.000751111
GIH,65,0,0.0391762,-0.0318547,0.0759451,-0.000521101
GIH,66,0,0.0400261,-0.0385857,0.0544037,0.000808748
GIH,67,0,0.0366959,-0.037347,0.0706027,0.00127322
GIH,68,0,0.039549,-0.0349379,0.0705613,-4.82339e-05
GIH,69,0,0.0369967,-0.0447757,0.0461014,-0.00120649
GIH,70,0,0.0372323,-0.0371648,0.0569,0.00122262
GIH,71,0,0.0389572,-0.0400398,0.0524755,-0.000155369
GIH,72,0,0.0397042,-0.0366065,0.0548467,-0.00198651
GIH,73,0,0.039848,-0.033359,0.0672202,0.000449084
GIH,74,0,0.0381374,-0.0395508,0.0523527,-0.000523812
GIH,75,0,0.0384984,-0.0338562,0.0706263,-0.000695056
GIH,76,0,0.0376069,-0.0441396,0.046061,-0.0011615
GIH,77,0,0.0390159,-0.0333867,0.0714374,-0.000425747
GIH,78,0,0.0375223,-0.040088,0.049959,-0.00167951
GIH,79,0,0.0387058,-0.0299828,0.0719815,0.00162774
GIH,80,0,0.0372931,-0.0346368,0.0690846,0.00330229
GIH,81,0,0.0384539,-0.0359012,0.0714224,0.000357981
GIH,82,0,0.0388977,-0.0357795,0.0683456,0.000946179
GIH,83,0,0.0371793,-0.0351613,0.0708952,0.000901568
GIH,84,0,0.0372422,-0.0335874,0.0728617,1.31087e-05
GIH,85,0,0.0398956,-0.0395105,0.0485598,-0.000460425
GIH,86,0,0.0384085,-0.0326141,0.0671288,-0.000717654
GIH,87,0,0.0395251,-0.0338607,0.0709273,0.00155823
GIH,88,0,0.0364536,-0.044025,0.0466332,0.00183446
ASW,2,0,-0.0783682,0.011369,3.35052e-05,-0.0223069
ASW,3,0,-0.0697908,0.00719598,-0.00158116,-0.0209067
ASW,4,0,-0.0580917,-0.00387111,-0.00439443,-0.0242002
ASW,5,0,-0.0733129,0.00673193,-0.00268475,-0.0216454
ASW,7,0,-0.0792706,0.0126543,0.000237029,-0.0201045
ASW,8,0,-0.077092,0.0103809,-0.0022566,-0.0239731
ASW,9,0,-0.0527898,-0.00920832,-0.00373158,-0.0197358
ASW,10,0,-0.0685342,0.00557441,-0.0013831,-0.0202791
ASW,12,0,-0.0590721,-0.00485241,-0.00639872,-0.0199026
ASW,13,0,-0.0665024,0.00260826,-0.00315102,-0.0213048
ASW,14,0,-0.0795996,0.0123244,-0.00032879,-0.0232413
ASW,15,0,-0.0747175,0.0102495,-0.00143427,-0.0204682
ASW,16,0,-0.0713184,0.00717474,-0.00251977,-0.0223288
ASW,18,0,-0.0767305,0.0106624,-0.000579269,-0.0205333
ASW,19,0,-0.0599345,-0.00497578,-0.00370846,-0.0192652
ASW,20,0,-0.0558688,-0.00868374,-0.00345604,-0.0217403
ASW,21,0,-0.0573649,-0.00473177,-0.00226173,-0.0215741
ASW,24,0,-0.0697468,0.00725596,-0.00312852,-0.0218555
ASW,25,0,-0.0348163,-0.0101367,-0.00507019,-0.0202136
ASW,26,0,-0.0710277,0.00632805,-0.000543848,-0.0208824
ASW,27,0,-0.0599931,-0.00162244,-0.0062004,-0.0231117
ASW,28,0,-0.0611007,-0.0015483,-0.00383092,-0.0249791
ASW,29,0,-0.0583634,-0.00671088,-0.00335998,-0.0220518
ASW,30,0,-0.0731247,0.00878197,-0.00229805,-0.0204221
ASW,32,0,-0.0786894,0.0127529,0.00127089,-0.0217058
ASW,33,0,-0.0696829,0.00485746,-0.000935442,-0.0209707
ASW,35,0,-0.0707578,0.00767738,-0.00142126,-0.0205551
ASW,36,0,-0.0640682,-0.000569183,-0.00244853,-0.0230817
ASW,37,0,-0.0615104,-0.00269948,-0.0033777,-0.020721
ASW,41,0,-0.0561296,-0.00616161,-0.0031907,-0.0202713
ASW,43,0,-0.0405035,0.00923932,-0.00195032,-0.022661
ASW,44,0,-0.0639502,-0.000316711,-0.00263301,-0.0210445
ASW,45,0,-0.0693191,0.00357635,-0.00381485,-0.0230784
ASW,46,0,-0.0889804,0.0189033,0.00100699,-0.0215884
ASW,47,0,-0.0410889,-0.0169964,-0.00726561,-0.0160369
ASW,48,0,-0.0482122,-0.0153575,-0.00455069,-0.0206016
ASW,49,0,-0.0747443,0.00980864,-0.000352717,-0.0222
ASW,55,0,-0.077676,0.0118865,-8.4866e-05,-0.0236599
ASW,56,0,-0.0608536,-0.00205787,-0.00394488,-0.0207561
ASW,57,0,-0.072885,0.00629763,0.000757821,-0.0191819
ASW,59,0,-0.0710357,0.00747056,0.000695427,-0.0238301
ASW,61,0,-0.0542219,-0.00738308,-0.00323735,-0.0193101
ASW,69,0,-0.0779611,0.0102494,-0.00303007,-0.0225024
ASW,72,0,-0.0525073,-0.00705019,-0.00557552,-0.0207767
ASW,74,0,-0.0441083,-0.0158227,-0.00539793,-0.0209062
ASW,77,0,-0.0647688,0.00221172,-0.000654299,-0.0230811
ASW,80,0,-0.0581184,-0.00641476,-0.0061174,-0.0206253
ASW,81,0,-0.0667717,0.00244294,-0.00251651,-0.0198213
ASW,82,0,-0.0810498,0.0122429,0.000223566,-0.0233643
LWK,1,0,-0.0873368,0.0177381,0.0010724,-0.000413405
LWK,2,0,-0.0870489,0.018174,0.000908027,-0.00325194
LWK,3,0,-0.0894199,0.0180674,-0.000215644,-0.00422208
LWK,4,0,-0.0868068,0.0171409,0.00164168,0.0016584
LWK,5,0,-0.0882366,0.0196453,0.00131224,-0.00488034
LWK,6,0,-0.0887643,0.0194517,-9.40573e-05,-0.0047871
LWK,7,0,-0.0881419,0.0185216,0.000574645,-0.00547795
LWK,8,0,-0.0856285,0.0183942,-0.000770829,0.000372908
LWK,9,0,-0.0905601,0.0201672,0.000220029,-0.00764947
LWK,10,0,-0.0913702,0.0204478,0.00110174,-0.0044821
LWK,11,0,-0.0862858,0.0191302,0.00108618,-0.00219344
LWK,12,0,-0.0878708,0.0190659,-0.00058167,-0.000177477
LWK,13,0,-0.0882603,0.0192116,-0.000188629,-0.00315173
LWK,14,0,-0.0900058,0.0188806,-0.000174414,-0.00682773
LWK,15,0,-0.088795,0.0182557,0.00117956,-0.00515681
LWK,16,0,-0.0871349,0.0183505,-0.000100241,-0.00277481
LWK,17,0,-0.0906253,0.0199445,0.000291188,-0.00510208
LWK,18,0,-0.0852524,0.0158704,0.000771322,-0.00170955
LWK,19,0,-0.0866699,0.017592,0.00119764,-0.00343445
LWK,20,0,-0.0888979,0.0195708,0.000934714,-0.00400783
LWK,21,0,-0.0877738,0.0187202,-0.00168789,-0.0086559
LWK,22,0,-0.0897157,0.0174704,-2.63555e-05,-0.00394387
LWK,23,0,-0.0871383,0.018097,-1.50726e-05,-0.000438342
LWK,24,0,-0.0889455,0.0187201,0.000308657,-0.00427004
LWK,25,0,-0.085826,0.0156398,0.000179842,-0.00324665
LWK,26,0,-0.0843971,0.018303,4.55215e-05,-0.0018751
LWK,27,0,-0.0892031,0.019885,0.00016236,-0.00448679
LWK,28,0,-0.0887008,0.0192207,-0.00202022,-0.00662354
LWK,29,0,-0.0880854,0.0174736,0.00129954,-0.00128031
LWK,30,0,-0.0867123,0.018656,-0.00111161,-0.00325533
LWK,31,0,-0.0887498,0.0195176,0.000658567,-0.00462035
LWK,32,0,-0.0861907,0.0177733,0.00114168,-0.00138716
LWK,33,0,-0.0879672,0.0174694,-0.00102656,-0.00438506
LWK,34,0,-0.0871017,0.0191515,0.00107024,-0.00415663
LWK,35,0,-0.0892261,0.0203061,0.000624181,-0.00706922
LWK,36,0,-0.088202,0.0194943,-0.000876128,-0.00535087
LWK,37,0,-0.0882251,0.0180601,0.000340016,-0.00174024
LWK,38,0,-0.0872416,0.0189594,-0.00158466,-0.00394067
LWK,39,0,-0.0890812,0.0184659,0.000198662,-0.0083719
LWK,40,0,-0.0883085,0.0194928,0.00239759,-0.00715063
LWK,41,0,-0.08794,0.0180298,0.00126838,-0.00578828
LWK,42,0,-0.0876276,0.0180209,0.000278201,-0.00589681
LWK,43,0,-0.0878292,0.0194035,0.00185999,-0.0035119
LWK,44,0,-0.0878337,0.0182691,6.80995e-05,-0.00351428
LWK,45,0,-0.0864509,0.0193889,0.000354101,-0.00274255
LWK,46,0,-0.0886573,0.0181027,0.00184695,-0.00300236
LWK,47,0,-0.0875079,0.0182578,0.0006182,-0.00258512
LWK,48,0,-0.0874237,0.0187558,0.000766595,-0.00586679
LWK,49,0,-0.088372,0.0198235,0.000423131,-0.0019296
LWK,50,0,-0.0907274,0.0178405,0.000409921,-0.00463272
LWK,51,0,-0.0910814,0.019724,0.00219457,-0.00777451
LWK,52,0,-0.0910112,0.0208003,0.000297132,-0.00529394
LWK,53,0,-0.0870043,0.0190996,-0.000496426,-0.00458108
LWK,54,0,-0.0870841,0.018965,0.00145599,-0.00347473
LWK,55,0,-0.0883395,0.0203389,0.000328123,-0.00820531
LWK,56,0,-0.0885569,0.0207264,0.000160877,-0.00743445
LWK,57,0,-0.0884199,0.0207232,0.000559791,-0.00580721
LWK,58,0,-0.0895408,0.0185157,0.000986403,-0.00780874
LWK,59,0,-0.0904742,0.0205394,0.000166949,-0.0104543
LWK,60,0,-0.0864664,0.018616,0.000519283,-0.00352494
LWK,61,0,-0.0881841,0.0185897,0.00189385,-0.000225279
LWK,62,0,-0.0872209,0.0167827,0.00208983,-0.00216987
